arm_id,arm_altezza,arm_lunghezza_sbraccio,arm_numero_lampade,arm_lmp_potenza_nominale,tar_cod,tmo_id,tpo_cod,as_of_date,cnt_events_30d,cnt_events_90d,cnt_events_180d,days_since_last_event,days_since_last_replace,risk_score
3433,0.0,0.0,1.0,125.0,AS,189,SB,2025-04-15 11:29:29,0,0,0,3335.6614467592594,3335.6614467592594,0.7685249981679633
3609,0.0,0.0,1.0,125.0,AS,189,SB,2025-04-15 11:29:29,0,0,0,3330.043391203704,3330.043391203704,0.7681590241293854
3518,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3520,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3517,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3513,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3508,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3510,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3512,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3515,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3511,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3514,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3516,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3521,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3519,0.0,0.0,1.0,150.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7640564913103726
3522,0.0,0.0,1.0,70.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7574443966549403
3504,0.0,0.0,1.0,70.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7574443966549403
3502,0.0,0.0,1.0,70.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7574443966549403
3503,0.0,0.0,1.0,70.0,AS,261,SB,2025-04-15 11:29:29,0,0,0,,,0.7574443966549403
3840,0.0,0.0,1.0,70.0,AS,261,ME,2025-04-15 11:29:29,0,0,0,,,0.727317800038482
3839,0.0,0.0,1.0,70.0,AS,261,ME,2025-04-15 11:29:29,0,0,0,,,0.727317800038482
3745,0.0,0.0,1.0,70.0,AS,261,ME,2025-04-15 11:29:29,0,0,0,,,0.727317800038482
3841,0.0,0.0,1.0,70.0,AS,261,ME,2025-04-15 11:29:29,0,0,0,,,0.727317800038482
3915,900.0,180.0,1.0,70.0,AS,189,SB,2025-04-15 11:29:29,0,0,0,3357.0954745370373,3357.0954745370373,0.7270141114634494
3921,900.0,180.0,1.0,70.0,AS,189,SB,2025-04-15 11:29:29,0,0,0,3310.8197800925927,3310.8197800925927,0.723639987817766
3977,0.0,0.0,1.0,70.0,AS,189,TP,2025-04-15 11:29:29,0,0,0,3784.7420023148147,3784.7420023148147,0.7086508511282277
3976,0.0,0.0,1.0,70.0,AS,189,TP,2025-04-15 11:29:29,0,0,0,3784.7420023148147,3784.7420023148147,0.7086508511282277
3981,0.0,0.0,1.0,70.0,AS,189,TP,2025-04-15 11:29:29,0,0,0,3784.7420023148147,3784.7420023148147,0.7086508511282277
3982,0.0,0.0,1.0,70.0,AS,189,TP,2025-04-15 11:29:29,0,0,0,3784.7420023148147,3784.7420023148147,0.7086508511282277
3942,0.0,0.0,1.0,50.0,AS,189,TP,2025-04-15 11:29:29,0,0,0,3554.673252314815,3554.673252314815,0.6890231692632786
10130,0.0,0.0,3.0,70.0,AU,189,NN,2025-04-15 11:29:29,0,0,0,3266.7399189814814,3266.7399189814814,0.6826236596356381
3500,0.0,0.0,1.0,70.0,AS,261,TP,2025-04-15 11:29:29,0,0,0,,,0.665561732600748
3499,0.0,0.0,1.0,70.0,AS,261,TP,2025-04-15 11:29:29,0,0,0,,,0.665561732600748
3501,0.0,0.0,1.0,70.0,AS,261,TP,2025-04-15 11:29:29,0,0,0,,,0.665561732600748
3498,0.0,0.0,1.0,70.0,AS,261,TP,2025-04-15 11:29:29,0,0,0,,,0.665561732600748
6595,720.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6636988805039834
6594,720.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6636988805039834
6584,720.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6636988805039834
6585,720.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6636988805039834
6583,720.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6636988805039834
6596,720.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6636988805039834
6582,720.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6636988805039834
6459,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6450,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6448,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6458,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6272,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
9227,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6311,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6314,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6451,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
8590,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6273,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6276,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6283,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6275,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6274,0.0,0.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.66000657031629
6289,1100.0,80.0,1.0,250.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6584685544156529
6292,1100.0,80.0,1.0,250.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6584685544156529
8661,0.0,0.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6548929532443677
11208,0.0,0.0,1.0,400.0,AS,189,NN,2025-04-15 11:29:29,0,0,0,3726.6746412037037,3726.6746412037037,0.6547808247273198
11196,0.0,0.0,1.0,400.0,AS,189,NN,2025-04-15 11:29:29,0,0,0,3726.6746412037037,3726.6746412037037,0.6547808247273198
11195,0.0,0.0,1.0,400.0,AS,189,NN,2025-04-15 11:29:29,0,0,0,3726.6746412037037,3726.6746412037037,0.6547808247273198
11207,0.0,0.0,1.0,400.0,AS,189,NN,2025-04-15 11:29:29,0,0,0,3726.6746412037037,3726.6746412037037,0.6547808247273198
11211,0.0,0.0,1.0,400.0,AS,189,NN,2025-04-15 11:29:29,0,0,0,3726.6746412037037,3726.6746412037037,0.6547808247273198
3484,0.0,0.0,1.0,100.0,AS,189,TP,2025-04-15 11:29:29,0,0,0,2987.7336689814815,2987.7336689814815,0.6481168522680043
9215,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
9212,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
9220,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
4730,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6497,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6453,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6474,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
9214,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
9213,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
9221,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6496,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6498,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6455,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6456,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6454,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6457,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6452,950.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6463187469767612
6298,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6290,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6291,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6282,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6278,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6277,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6279,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6280,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6449,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6281,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6299,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6301,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6300,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6297,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6271,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6303,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6302,900.0,80.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6456961534770249
6307,950.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6411112051209359
6308,950.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6411112051209359
6309,950.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6411112051209359
6435,770.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6388529844977925
6436,770.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6388529844977925
6437,770.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6388529844977925
6433,770.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6388529844977925
6429,770.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6388529844977925
6434,770.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6388529844977925
6438,770.0,80.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6388529844977925
9133,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,3630.1274189814817,,0.633374247815481
6592,820.0,100.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6329917456523149
6591,820.0,100.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6329917456523149
6598,820.0,100.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6329917456523149
6599,820.0,100.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6329917456523149
6593,820.0,100.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6329917456523149
6597,820.0,100.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6329917456523149
3487,0.0,0.0,1.0,70.0,AS,122,SB,2025-04-15 11:29:29,0,0,0,1291.433611111111,1291.433611111111,0.6289391121684887
4173,900.0,100.0,1.0,70.0,AS,189,SB,2025-04-15 11:29:29,0,0,0,1630.25,1630.25,0.6129388178751008
6341,800.0,200.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6050368167949502
6338,800.0,200.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6050368167949502
6336,800.0,200.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6050368167949502
6342,800.0,200.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.6050368167949502
9132,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,1308.8396875,,0.6005451651518124
3424,0.0,0.0,1.0,150.0,AS,189,SB,2025-04-15 11:29:29,0,0,0,1132.0451967592592,1132.0451967592592,0.5998560679541145
8660,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8662,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8658,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8653,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8664,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8642,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8666,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8646,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8645,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8644,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8643,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8641,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8647,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8652,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
8659,800.0,200.0,1.0,100.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5995980034578531
10614,930.0,270.0,1.0,250.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5940787014978899
10615,930.0,270.0,1.0,250.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5940787014978899
10593,930.0,270.0,1.0,250.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5940787014978899
4174,900.0,180.0,1.0,100.0,AS,189,SB,2025-04-15 11:29:29,0,0,0,1630.25,1630.25,0.5893190930649492
6440,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9185,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9184,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6446,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9186,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9189,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9199,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9190,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6443,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6442,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9183,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9230,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9228,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8625,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9121,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8628,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9112,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8626,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9122,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9114,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6445,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6444,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6310,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6312,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6441,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9134,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9207,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8631,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8632,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8634,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8633,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8630,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8637,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6470,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8636,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6467,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6466,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6464,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6465,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6469,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6461,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6462,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6463,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8629,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9120,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8592,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8591,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9136,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9135,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8593,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6468,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6447,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8624,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
8623,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9181,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9182,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9131,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6439,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6313,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
6471,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
9229,930.0,270.0,1.0,150.0,AS,241,NN,2025-04-15 11:29:29,0,0,0,,,0.5830823726462251
11025,550.0,0.0,1.0,12.0,PR,275,NN,2025-04-15 11:29:29,0,0,0,,,0.5624819490780271
5822,1100.0,0.0,1.0,400.0,AS,189,NN,2025-04-15 11:29:29,0,0,0,2472.051724537037,2472.051724537037,0.5599217448844511
11028,0.0,0.0,1.0,12.0,PR,275,NN,2025-04-15 11:29:29,0,0,0,,,0.5550986380540991
11021,0.0,0.0,1.0,12.0,PR,275,NN,2025-04-15 11:29:29,0,0,0,,,0.5550986380540991
